Number,Transaction
1583,[2014-01-21 23:09:24] - New Record for Team Most Points (3) in 1 Game for SUÈDE!
1584,[2014-01-21 23:09:24] - New Record for Team Most Shots (16) in 1 Game for SUÈDE!
1585,[2014-01-21 23:09:24] - New Record for Team Most Shots Blocked (4) in 1 Game for SUÈDE!
1586,[2014-01-21 23:09:24] - New Record for Team Most Penalties (10) in 1 Game for SUÈDE!
1587,[2014-01-21 23:09:24] - New Record for Team Most Hits (14) in 1 Game for SUÈDE!
1588,[2014-01-21 23:09:24] - New Record for Team Most Shots Blocked (10) in 1 Game for AUTRICHE!
1589,[2014-01-21 23:09:24] - New Record for Team Most Goals (4) in 1 Game for AUTRICHE!
1590,[2014-01-21 23:09:24] - New Record for Team Most Assists (8) in 1 Game for AUTRICHE!
1591,[2014-01-21 23:09:24] - New Record for Team Most Points (12) in 1 Game for AUTRICHE!
1592,[2014-01-21 23:09:24] - New Record for Team Most Shots (20) in 1 Game for AUTRICHE!
1593,[2014-01-21 23:09:24] - New Record for Team Most Shots Blocked (10) in 1 Game for AUTRICHE!
1594,[2014-01-21 23:09:24] - New Record for Team Most Penalties (8) in 1 Game for AUTRICHE!
1595,[2014-01-21 23:09:24] - New Record for Team Most Hits (18) in 1 Game for AUTRICHE!
1596,[2014-01-21 23:09:24] - FINLANDE lines for next game are empty. Current rosters/lines are not erased.
1597,[2014-01-21 23:09:24] - SLOVÉNIE lines for next game are empty. Current rosters/lines are not erased.
1598,[2014-01-21 23:09:24] - SUÈDE lines for next game are empty. Current rosters/lines are not erased.
1599,[2014-01-21 23:09:24] - ALLEMAGNE lines for next game are empty. Current rosters/lines are not erased.
1600,[2014-01-21 23:09:24] - AUTRICHE lines for next game are empty. Current rosters/lines are not erased.
1601,[2014-01-21 23:09:24] - SLOVAQUIE lines for next game are empty. Current rosters/lines are not erased.
1602,[2014-01-21 23:09:24] - Matthias Bieber of SUISSE was sent to pro.
1603,[2014-01-21 23:09:24] - Auto Roster Partial Function has been run for SUISSE.
1604,[2014-01-21 23:09:24] - Auto Lines Function has been run for SUISSE.
1605,[2014-01-21 23:09:24] - New Record for Player (Corey Perry) Most Ice Time (27:26) in 1 Game!
1606,[2014-01-21 23:09:24] - New Record for Player (Shea Weber) Most Shots Blocked (5) in 1 Game!
1607,[2014-01-21 23:09:24] - New Record for Team Most Goals (2) in 1 Game for CANADA!
1608,[2014-01-21 23:09:24] - New Record for Team Most Assists (3) in 1 Game for CANADA!
1609,[2014-01-21 23:09:24] - New Record for Team Most Points (5) in 1 Game for CANADA!
1610,[2014-01-21 23:09:24] - New Record for Team Most Shots (18) in 1 Game for CANADA!
1611,[2014-01-21 23:09:24] - New Record for Team Most Shots Blocked (8) in 1 Game for CANADA!
1612,[2014-01-21 23:09:24] - New Record for Team Most Penalties (6) in 1 Game for CANADA!
1613,[2014-01-21 23:09:24] - New Record for Team Most Hits (12) in 1 Game for CANADA!
1614,[2014-01-21 23:09:24] - New Record for Team Most Goals (1) in 1 Game for DANEMARK!
1615,[2014-01-21 23:09:24] - New Record for Team Most Assists (2) in 1 Game for DANEMARK!
1616,[2014-01-21 23:09:24] - New Record for Team Most Points (3) in 1 Game for DANEMARK!
1617,[2014-01-21 23:09:24] - New Record for Team Most Shots (13) in 1 Game for DANEMARK!
1618,[2014-01-21 23:09:24] - New Record for Team Most Shots Blocked (7) in 1 Game for DANEMARK!
1619,[2014-01-21 23:09:24] - New Record for Team Most Penalties (16) in 1 Game for DANEMARK!
1620,[2014-01-21 23:09:24] - New Record for Team Most Hits (11) in 1 Game for DANEMARK!
1621,[2014-01-21 23:09:24] - New Record for Team Most Goals (2) in 1 Game for RUSSIE!
1622,[2014-01-21 23:09:24] - New Record for Team Most Assists (4) in 1 Game for RUSSIE!
1623,[2014-01-21 23:09:24] - New Record for Team Most Points (6) in 1 Game for RUSSIE!
1624,[2014-01-21 23:09:24] - New Record for Team Most Shots (21) in 1 Game for RUSSIE!
1625,[2014-01-21 23:09:24] - New Record for Team Most Shots Blocked (1) in 1 Game for RUSSIE!
1626,[2014-01-21 23:09:24] - New Record for Team Most Penalties (8) in 1 Game for RUSSIE!
1627,[2014-01-21 23:09:24] - New Record for Team Most Hits (10) in 1 Game for RUSSIE!
1628,[2014-01-21 23:09:24] - New Record for Player (Antoine Roussel) Most Hits (6) in 1 Game!
1629,[2014-01-21 23:09:24] - New Record for Team Most Shots (9) in 1 Game for FRANCE!
1630,[2014-01-21 23:09:24] - New Record for Team Most Shots Blocked (5) in 1 Game for FRANCE!
1631,[2014-01-21 23:09:24] - New Record for Team Most Penalties (16) in 1 Game for FRANCE!
1632,[2014-01-21 23:09:24] - New Record for Team Most Hits (16) in 1 Game for FRANCE!
1633,[2014-01-21 23:09:24] - Game 8 - Henrik Odegaard from NORVÈGE is injured  (Bruised Left Leg) and is out for 1 week.
1634,[2014-01-21 23:09:24] - New Record for Player (Bobby Ryan) Most Ice Time (28:56) in 1 Game!
1635,[2014-01-21 23:09:24] - New Record for Player (Phil Kessel) Most Shots (6) in 1 Game!
1636,[2014-01-21 23:09:24] - New Record for Team Most Hits (21) in 1 Game for USA!
1637,[2014-01-21 23:09:24] - New Record for Team Most Goals (3) in 1 Game for USA!
1638,[2014-01-21 23:09:24] - New Record for Team Most Assists (6) in 1 Game for USA!
1639,[2014-01-21 23:09:24] - New Record for Team Most Points (9) in 1 Game for USA!
1640,[2014-01-21 23:09:24] - New Record for Team Most Shots (19) in 1 Game for USA!
1641,[2014-01-21 23:09:24] - New Record for Team Most Shots Blocked (4) in 1 Game for USA!
1642,[2014-01-21 23:09:24] - New Record for Team Most Penalties (16) in 1 Game for USA!
1643,[2014-01-21 23:09:24] - New Record for Team Most Hits (21) in 1 Game for USA!
1644,[2014-01-21 23:09:24] - New Record for Team Most Goals (4) in 1 Game for NORVÈGE!
1645,[2014-01-21 23:09:24] - New Record for Team Most Assists (3) in 1 Game for NORVÈGE!
1646,[2014-01-21 23:09:24] - New Record for Team Most Points (7) in 1 Game for NORVÈGE!
1647,[2014-01-21 23:09:24] - New Record for Team Most Shots (17) in 1 Game for NORVÈGE!
1648,[2014-01-21 23:09:24] - New Record for Team Most Shots Blocked (8) in 1 Game for NORVÈGE!
1649,[2014-01-21 23:09:24] - New Record for Team Most Penalties (10) in 1 Game for NORVÈGE!
1650,[2014-01-21 23:09:24] - New Record for Team Most Hits (15) in 1 Game for NORVÈGE!
1651,[2014-01-21 23:09:24] - New Record for Most Goals (7) in a game!
1652,[2014-01-21 23:09:24] - New Record for Most Hits (36) in a game!
1653,[2014-01-21 23:09:24] - New Record for Team Most Shots Blocked (4) in 1 Game for SUISSE!
1654,[2014-01-21 23:09:24] - New Record for Team Most Penalties (18) in 1 Game for SUISSE!
1655,[2014-01-21 23:09:24] - New Record for Team Most Hits (21) in 1 Game for SUISSE!
1656,[2014-01-21 23:09:24] - New Record for Team Most Shots Blocked (9) in 1 Game for BÉLARUS!
1657,[2014-01-21 23:09:24] - New Record for Team Most Hits (20) in 1 Game for BÉLARUS!
1658,[2014-01-21 23:09:24] - New Record for Team Most Shots (23) in 1 Game for Rep.Tchèque!
1659,[2014-01-21 23:09:24] - New Record for Team Most Shots Blocked (3) in 1 Game for Rep.Tchèque!
1660,[2014-01-21 23:09:24] - New Record for Team Most Hits (21) in 1 Game for Rep.Tchèque!
1661,[2014-01-21 23:09:24] - New Record for Most Hits (41) in a game!
1662,[2014-01-21 23:09:25] - New Record for Team Most Shots Blocked (7) in 1 Game for ALLEMAGNE!
1663,[2014-01-21 23:09:25] - New Record for Team Most Goals (4) in 1 Game for FINLANDE!
1664,[2014-01-21 23:09:25] - New Record for Team Most Assists (7) in 1 Game for FINLANDE!
1665,[2014-01-21 23:09:25] - New Record for Team Most Points (11) in 1 Game for FINLANDE!
1666,[2014-01-21 23:09:25] - New Record for Team Most Shots (17) in 1 Game for FINLANDE!
1667,[2014-01-21 23:09:25] - USA lines for next game are empty. Current rosters/lines are not erased.
1668,[2014-01-21 23:09:25] - LETTONIE lines for next game are empty. Current rosters/lines are not erased.
1669,[2014-01-21 23:09:25] - NORVÈGE lines for next game are empty. Current rosters/lines are not erased.
1670,[2014-01-21 23:09:25] - SUISSE lines for next game are empty. Current rosters/lines are not erased.
1671,[2014-01-21 23:09:25] - FINLANDE lines for next game are empty. Current rosters/lines are not erased.
1672,[2014-01-21 23:09:25] - Rep.Tchèque lines for next game are empty. Current rosters/lines are not erased.
1673,[2014-01-21 23:09:25] - RUSSIE lines for next game are empty. Current rosters/lines are not erased.
1674,[2014-01-21 23:09:25] - CANADA lines for next game are empty. Current rosters/lines are not erased.
1675,[2014-01-21 23:09:25] - ALLEMAGNE lines for next game are empty. Current rosters/lines are not erased.
1676,[2014-01-21 23:09:25] - FRANCE lines for next game are empty. Current rosters/lines are not erased.
1677,[2014-01-21 23:09:25] - DANEMARK lines for next game are empty. Current rosters/lines are not erased.
1678,[2014-01-21 23:09:25] - BÉLARUS lines for next game are empty. Current rosters/lines are not erased.
1679,[2014-01-21 23:09:25] - Martin Roymark of NORVÈGE was sent to pro.
1680,[2014-01-21 23:09:25] - Auto Roster Partial Function has been run for NORVÈGE.
1681,[2014-01-21 23:09:25] - Auto Lines Function has been run for NORVÈGE.
1682,[2014-01-21 23:09:25] - Rudolf Huna of SLOVAQUIE was sent to pro.
1683,[2014-01-21 23:09:25] - Auto Roster Partial Function has been run for SLOVAQUIE.
1684,[2014-01-21 23:09:25] - Auto Lines Function has been run for SLOVAQUIE.
1685,[2014-01-21 23:09:25] - New Record for Team Most Penalties (14) in 1 Game for AUTRICHE!
1686,[2014-01-21 23:09:25] - New Record for Team Most Shots (21) in 1 Game for SLOVAQUIE!
1687,[2014-01-21 23:09:25] - New Record for Team Most Shots Blocked (7) in 1 Game for SLOVAQUIE!
1688,[2014-01-21 23:09:25] - New Record for Team Most Penalties (16) in 1 Game for SLOVAQUIE!
1689,[2014-01-21 23:09:25] - New Record for Team Most Hits (19) in 1 Game for SLOVAQUIE!
1690,[2014-01-21 23:09:25] - Game 13 - Pierre-Edouard Bellemare from FRANCE is injured  (Sprained Right Finger) and is out for 1 month.
1691,[2014-01-21 23:09:25] - New Record for Team Most Goals (2) in 1 Game for FRANCE!
1692,[2014-01-21 23:09:25] - New Record for Team Most Assists (4) in 1 Game for FRANCE!
1693,[2014-01-21 23:09:25] - New Record for Team Most Points (6) in 1 Game for FRANCE!
1694,[2014-01-21 23:09:25] - New Record for Team Most Shots (13) in 1 Game for FRANCE!
1695,[2014-01-21 23:09:25] - New Record for Team Most Shots (29) in 1 Game for RUSSIE!
1696,[2014-01-21 23:09:25] - New Record for Team Most Shots Blocked (11) in 1 Game for RUSSIE!
1697,[2014-01-21 23:09:25] - New Record for Team Most Goals (3) in 1 Game for RUSSIE!
1698,[2014-01-21 23:09:25] - New Record for Team Most Assists (6) in 1 Game for RUSSIE!
1699,[2014-01-21 23:09:25] - New Record for Team Most Points (9) in 1 Game for RUSSIE!
1700,[2014-01-21 23:09:25] - New Record for Team Most Shots (29) in 1 Game for RUSSIE!
1701,[2014-01-21 23:09:25] - New Record for Team Most Shots Blocked (11) in 1 Game for RUSSIE!
1702,[2014-01-21 23:09:25] - New Record for Team Most Penalties (10) in 1 Game for RUSSIE!
1703,[2014-01-21 23:09:25] - New Record for Team Most Hits (20) in 1 Game for RUSSIE!
1704,[2014-01-21 23:09:25] - New Record for Most Shots (42) in a game!
1705,[2014-01-21 23:09:25] - New Record for Team Most Assists (4) in 1 Game for NORVÈGE!
1706,[2014-01-21 23:09:25] - New Record for Team Most Shots Blocked (10) in 1 Game for NORVÈGE!
1707,[2014-01-21 23:09:25] - New Record for Team Most Penalties (20) in 1 Game for NORVÈGE!
1708,[2014-01-21 23:09:25] - New Record for Team Most Hits (18) in 1 Game for NORVÈGE!
1709,[2014-01-21 23:09:25] - New Record for Player (Bobby Ryan) Most Shots (7) in 1 Game!
1710,[2014-01-21 23:09:25] - New Record for Team Most Hits (24) in 1 Game for USA!
1711,[2014-01-21 23:09:25] - New Record for Team Most Shots (28) in 1 Game for USA!
1712,[2014-01-21 23:09:25] - New Record for Team Most Hits (24) in 1 Game for USA!
1713,[2014-01-21 23:09:25] - New Record for Most Hits (42) in a game!
1714,[2014-01-21 23:09:25] - USA lines for next game are empty. Current rosters/lines are not erased.
1715,[2014-01-21 23:09:25] - NORVÈGE lines for next game are empty. Current rosters/lines are not erased.
1716,[2014-01-21 23:09:25] - RUSSIE lines for next game are empty. Current rosters/lines are not erased.
1717,[2014-01-21 23:09:25] - AUTRICHE lines for next game are empty. Current rosters/lines are not erased.
1718,[2014-01-21 23:09:25] - FRANCE lines for next game are empty. Current rosters/lines are not erased.
1719,[2014-01-21 23:09:25] - SLOVAQUIE lines for next game are empty. Current rosters/lines are not erased.
1720,[2014-01-21 23:09:25] - New Record for Team Most Goals (2) in 1 Game for DANEMARK!
1721,[2014-01-21 23:09:25] - New Record for Team Most Points (4) in 1 Game for DANEMARK!
1722,[2014-01-21 23:09:25] - New Record for Team Most Shots (23) in 1 Game for DANEMARK!
1723,[2014-01-21 23:09:25] - New Record for Team Most Hits (18) in 1 Game for DANEMARK!
1724,[2014-01-21 23:09:25] - New Record for Team Most Penalties (24) in 1 Game for SUISSE!
1725,[2014-01-21 23:09:25] - New Record for Team Most Shots Blocked (7) in 1 Game for SUISSE!
1726,[2014-01-21 23:09:25] - New Record for Team Most Penalties (24) in 1 Game for SUISSE!
1727,[2014-01-21 23:09:25] - New Record for Team Most Hits (22) in 1 Game for SUISSE!
1728,[2014-01-21 23:09:25] - New Record for Most Shots (46) in a game!
1729,[2014-01-21 23:09:25] - New Record for Player (Zdeno Chara) Most Penalties (7) in 1 Game!
1730,[2014-01-21 23:09:25] - New Record for Team Most Penalties (17) in 1 Game for SLOVAQUIE!
1731,[2014-01-21 23:09:25] - New Record for Team Most Goals (3) in 1 Game for SUÈDE!
1732,[2014-01-21 23:09:25] - New Record for Team Most Assists (6) in 1 Game for SUÈDE!
1733,[2014-01-21 23:09:25] - New Record for Team Most Points (9) in 1 Game for SUÈDE!
1734,[2014-01-21 23:09:25] - New Record for Team Most Penalties (17) in 1 Game for SUÈDE!
1735,[2014-01-21 23:09:25] - New Record for Team Most Hits (16) in 1 Game for SUÈDE!
1736,[2014-01-21 23:09:25] - New Record for Team Most Assists (2) in 1 Game for SLOVÉNIE!
1737,[2014-01-21 23:09:25] - New Record for Team Most Points (3) in 1 Game for SLOVÉNIE!
1738,[2014-01-21 23:09:25] - New Record for Team Most Shots (18) in 1 Game for SLOVÉNIE!
1739,[2014-01-21 23:09:25] - New Record for Team Most Shots Blocked (8) in 1 Game for SLOVÉNIE!
1740,[2014-01-21 23:09:25] - New Record for Team Most Penalties (22) in 1 Game for SLOVÉNIE!
1741,[2014-01-21 23:09:25] - New Record for Team Most Hits (20) in 1 Game for SLOVÉNIE!
1742,[2014-01-21 23:09:25] - New Record for Team Most Hits (25) in 1 Game for AUTRICHE!
1743,[2014-01-21 23:09:25] - New Record for Team Most Shots (24) in 1 Game for AUTRICHE!
1744,[2014-01-21 23:09:25] - New Record for Team Most Penalties (20) in 1 Game for AUTRICHE!
1745,[2014-01-21 23:09:25] - New Record for Team Most Hits (25) in 1 Game for AUTRICHE!
1746,[2014-01-21 23:09:25] - New Record for Most Penalties (42) in a game!
1747,[2014-01-21 23:09:25] - New Record for Most Hits (45) in a game!
1748,[2014-01-21 23:09:25] - SUISSE lines for next game are empty. Current rosters/lines are not erased.
1749,[2014-01-21 23:09:25] - SLOVÉNIE lines for next game are empty. Current rosters/lines are not erased.
1750,[2014-01-21 23:09:25] - SUÈDE lines for next game are empty. Current rosters/lines are not erased.
1751,[2014-01-21 23:09:25] - AUTRICHE lines for next game are empty. Current rosters/lines are not erased.
1752,[2014-01-21 23:09:25] - DANEMARK lines for next game are empty. Current rosters/lines are not erased.
1753,[2014-01-21 23:09:25] - SLOVAQUIE lines for next game are empty. Current rosters/lines are not erased.
1754,[2014-01-21 23:09:25] - Loic Lamperier of FRANCE was sent to pro.
1755,[2014-01-21 23:09:25] - Auto Roster Partial Function has been run for FRANCE.
1756,[2014-01-21 23:09:25] - Auto Lines Function has been run for FRANCE.
1757,[2014-01-21 23:09:25] - New Record for Team Most Goals (3) in 1 Game for CANADA!
1758,[2014-01-21 23:09:25] - New Record for Team Most Assists (6) in 1 Game for CANADA!
1759,[2014-01-21 23:09:25] - New Record for Team Most Points (9) in 1 Game for CANADA!
1760,[2014-01-21 23:09:25] - New Record for Team Most Penalties (12) in 1 Game for CANADA!
1761,[2014-01-21 23:09:25] - New Record for Team Most Goals (1) in 1 Game for LETTONIE!
1762,[2014-01-21 23:09:25] - New Record for Team Most Assists (2) in 1 Game for LETTONIE!
1763,[2014-01-21 23:09:25] - New Record for Team Most Points (3) in 1 Game for LETTONIE!
1764,[2014-01-21 23:09:25] - New Record for Team Most Shots Blocked (5) in 1 Game for LETTONIE!
1765,[2014-01-21 23:09:25] - New Record for Team Most Goals (2) in 1 Game for ALLEMAGNE!
1766,[2014-01-21 23:09:25] - New Record for Team Most Assists (3) in 1 Game for ALLEMAGNE!
1767,[2014-01-21 23:09:25] - New Record for Team Most Points (5) in 1 Game for ALLEMAGNE!
1768,[2014-01-21 23:09:25] - New Record for Team Most Shots (20) in 1 Game for ALLEMAGNE!
1769,[2014-01-21 23:09:25] - New Record for Team Most Penalties (19) in 1 Game for ALLEMAGNE!
1770,[2014-01-21 23:09:25] - New Record for Player (Nikolai Stasenko) Most Assists (3) in 1 Game!
1771,[2014-01-21 23:09:25] - New Record for Player (Nikolai Stasenko) Most Points (3) in 1 Game!
1772,[2014-01-21 23:09:25] - New Record for Team Most Shots (21) in 1 Game for BÉLARUS!
1773,[2014-01-21 23:09:25] - New Record for Team Most Penalties (13) in 1 Game for BÉLARUS!
1774,[2014-01-21 23:09:25] - New Record for Team Most Shots (19) in 1 Game for FINLANDE!
1775,[2014-01-21 23:09:25] - New Record for Team Most Penalties (18) in 1 Game for Rep.Tchèque!
1776,[2014-01-21 23:09:25] - New Record for Player (Alexander Bonsaksen) Best Plus/Minus (3) in 1 Game!
1777,[2014-01-21 23:09:25] - New Record for Team Most Goals (5) in 1 Game for NORVÈGE!
1778,[2014-01-21 23:09:25] - New Record for Team Most Assists (9) in 1 Game for NORVÈGE!
1779,[2014-01-21 23:09:25] - New Record for Team Most Points (14) in 1 Game for NORVÈGE!
1780,[2014-01-21 23:09:25] - New Record for Team Most Goals (5) in 1 Game for NORVÈGE!
1781,[2014-01-21 23:09:25] - New Record for Team Most Assists (9) in 1 Game for NORVÈGE!
1782,[2014-01-21 23:09:25] - New Record for Team Most Points (14) in 1 Game for NORVÈGE!
1783,[2014-01-21 23:09:25] - New Record for Team Most Hits (22) in 1 Game for NORVÈGE!
1784,[2014-01-21 23:09:25] - New Record for Player (Bobby Ryan) Most Hits (7) in 1 Game!
